DNS lookup Time,Period1, Period2,Period3, SSL Handshake Start,Send Client Hello,Receive Certificate,SSL Handshake Finish
33.000000,0.258417,149.083871,0.966721,0.000000,0.000000,0.000000,0.000000
34.000000,0.281405,149.233115,0.904493,0.000000,0.000000,0.000000,0.000000
33.000000,0.251979,148.743242,1.036762,0.000000,0.000000,0.000000,0.000000
34.000000,0.260987,143.617004,0.981546,0.000000,0.000000,0.000000,0.000000
33.000000,0.259918,149.110551,0.970349,0.000000,0.000000,0.000000,0.000000
33.000000,0.263462,138.380356,0.982116,0.000000,0.000000,0.000000,0.000000
33.000000,0.255085,151.087345,0.922995,0.000000,0.000000,0.000000,0.000000
33.000000,0.240903,148.589877,0.810428,0.000000,0.000000,0.000000,0.000000
34.000000,0.522051,144.647285,0.338399,0.000000,0.000000,0.000000,0.000000
34.000000,0.252204,149.153374,0.955818,0.000000,0.000000,0.000000,0.000000
34.000000,0.242530,148.933081,0.967536,0.000000,0.000000,0.000000,0.000000
33.000000,0.289474,148.697421,0.912609,0.000000,0.000000,0.000000,0.000000
34.000000,0.528208,144.900226,0.945352,0.000000,0.000000,0.000000,0.000000
34.000000,0.267079,143.743118,0.955842,0.000000,0.000000,0.000000,0.000000
34.000000,0.395192,149.010929,0.948269,0.000000,0.000000,0.000000,0.000000
33.000000,0.275155,148.875588,0.815244,0.000000,0.000000,0.000000,0.000000
34.000000,0.287726,149.312819,0.978950,0.000000,0.000000,0.000000,0.000000
33.000000,0.274983,149.167643,0.867314,0.000000,0.000000,0.000000,0.000000
34.000000,0.498514,149.982017,1.008693,0.000000,0.000000,0.000000,0.000000
34.000000,0.295396,143.979644,0.945288,0.000000,0.000000,0.000000,0.000000
