DNS lookup Time,Period1, Period2,Period3, SSL Handshake Start,Send Client Hello,Receive Certificate,SSL Handshake Finish
3.000000,0.315715,82.601496,1.024080,0.000000,0.000000,0.000000,0.000000
4.000000,0.300209,73.617317,0.976241,0.000000,0.000000,0.000000,0.000000
3.000000,0.425499,73.177895,0.920979,0.000000,0.000000,0.000000,0.000000
3.000000,0.616130,73.571038,0.997079,0.000000,0.000000,0.000000,0.000000
3.000000,0.688793,74.653888,1.087752,0.000000,0.000000,0.000000,0.000000
3.000000,0.339653,76.517331,1.037202,0.000000,0.000000,0.000000,0.000000
3.000000,0.290879,75.491053,0.304427,0.000000,0.000000,0.000000,0.000000
3.000000,0.307037,75.976144,1.058212,0.000000,0.000000,0.000000,0.000000
3.000000,0.308140,73.510613,0.913740,0.000000,0.000000,0.000000,0.000000
3.000000,0.846881,77.127810,0.857800,0.000000,0.000000,0.000000,0.000000
3.000000,0.303794,76.867002,0.948790,0.000000,0.000000,0.000000,0.000000
4.000000,0.320492,76.874661,1.018701,0.000000,0.000000,0.000000,0.000000
4.000000,0.312686,73.235656,0.863997,0.000000,0.000000,0.000000,0.000000
4.000000,0.960320,76.490824,0.965135,0.000000,0.000000,0.000000,0.000000
3.000000,0.329512,76.698386,0.856065,0.000000,0.000000,0.000000,0.000000
3.000000,0.361817,76.414270,0.983657,0.000000,0.000000,0.000000,0.000000
3.000000,0.326269,77.418940,0.898374,0.000000,0.000000,0.000000,0.000000
3.000000,0.296681,76.567676,0.872588,0.000000,0.000000,0.000000,0.000000
