DNS lookup Time,Period1, Period2,Period3, SSL Handshake Start,Send Client Hello,Receive Certificate,SSL Handshake Finish
1.000000,0.450164,567.218412,0.900659,0.000000,0.000000,0.000000,0.000000
1.000000,0.322865,587.263163,0.324722,0.000000,0.000000,0.000000,0.000000
0.000000,0.369934,587.613644,1.055256,0.000000,0.000000,0.000000,0.000000
1.000000,0.337891,592.170867,1.101965,0.000000,0.000000,0.000000,0.000000
1.000000,0.465154,587.930688,0.922973,0.000000,0.000000,0.000000,0.000000
1.000000,0.319676,567.041618,0.332269,0.000000,0.000000,0.000000,0.000000
1.000000,0.446249,588.014190,1.003455,0.000000,0.000000,0.000000,0.000000
1.000000,0.455284,564.352759,1.021058,0.000000,0.000000,0.000000,0.000000
1.000000,0.323708,587.434959,0.915250,0.000000,0.000000,0.000000,0.000000
1.000000,0.333350,592.575433,0.868192,0.000000,0.000000,0.000000,0.000000
1.000000,0.327836,577.396166,1.070875,0.000000,0.000000,0.000000,0.000000
1.000000,0.308377,586.987934,1.005169,0.000000,0.000000,0.000000,0.000000
1.000000,0.291785,590.441706,1.048410,0.000000,0.000000,0.000000,0.000000
1.000000,0.298709,590.290161,1.004052,0.000000,0.000000,0.000000,0.000000
1.000000,0.317181,590.717876,0.967261,0.000000,0.000000,0.000000,0.000000
2.000000,0.511795,588.066192,1.035044,0.000000,0.000000,0.000000,0.000000
1.000000,0.312300,594.401926,1.120302,0.000000,0.000000,0.000000,0.000000
0.000000,0.316625,592.135760,0.959319,0.000000,0.000000,0.000000,0.000000
1.000000,0.417459,591.196469,0.993909,0.000000,0.000000,0.000000,0.000000
1.000000,0.456194,587.763652,1.132086,0.000000,0.000000,0.000000,0.000000
