DNS lookup Time,Period1, Period2,Period3, SSL Handshake Start,Send Client Hello,Receive Certificate,SSL Handshake Finish
1.000000,0.420913,148.703537,1.082927,0.000000,0.000000,0.000000,0.000000
1.000000,0.423902,153.418154,0.983527,0.000000,0.000000,0.000000,0.000000
1.000000,0.281350,143.653093,0.909120,0.000000,0.000000,0.000000,0.000000
1.000000,0.326362,150.725670,0.926471,0.000000,0.000000,0.000000,0.000000
1.000000,0.350354,152.037439,1.025152,0.000000,0.000000,0.000000,0.000000
1.000000,0.325783,150.254692,0.926537,0.000000,0.000000,0.000000,0.000000
1.000000,0.309969,149.889547,0.894157,0.000000,0.000000,0.000000,0.000000
1.000000,0.305499,151.975513,0.945858,0.000000,0.000000,0.000000,0.000000
1.000000,0.321512,157.183814,0.678335,0.000000,0.000000,0.000000,0.000000
1.000000,0.321987,144.993299,0.952573,0.000000,0.000000,0.000000,0.000000
1.000000,0.321473,150.009773,1.001712,0.000000,0.000000,0.000000,0.000000
1.000000,0.325353,143.924684,0.957818,0.000000,0.000000,0.000000,0.000000
1.000000,0.411548,148.653621,1.018226,0.000000,0.000000,0.000000,0.000000
1.000000,0.442119,155.276910,0.974299,0.000000,0.000000,0.000000,0.000000
1.000000,0.298156,156.671316,0.886692,0.000000,0.000000,0.000000,0.000000
1.000000,0.300457,153.113805,0.887551,0.000000,0.000000,0.000000,0.000000
1.000000,0.356470,151.326427,0.831650,0.000000,0.000000,0.000000,0.000000
1.000000,0.289888,149.606030,0.305509,0.000000,0.000000,0.000000,0.000000
1.000000,0.342176,149.953191,0.939116,0.000000,0.000000,0.000000,0.000000
1.000000,0.289910,149.882824,1.038953,0.000000,0.000000,0.000000,0.000000
