DNS lookup Time,Period1, Period2,Period3, SSL Handshake Start,Send Client Hello,Receive Certificate,SSL Handshake Finish
1.000000,0.249352,207.189865,0.802921,0.000000,0.000000,0.000000,0.000000
1.000000,0.337426,203.656330,0.762458,0.000000,0.000000,0.000000,0.000000
1.000000,0.423547,209.743592,0.910950,0.000000,0.000000,0.000000,0.000000
1.000000,0.372613,210.558060,0.703908,0.000000,0.000000,0.000000,0.000000
1.000000,0.362846,207.926977,0.942407,0.000000,0.000000,0.000000,0.000000
1.000000,0.237042,208.111769,0.306544,0.000000,0.000000,0.000000,0.000000
1.000000,0.465306,209.121816,0.848464,0.000000,0.000000,0.000000,0.000000
1.000000,0.274220,208.729922,0.796489,0.000000,0.000000,0.000000,0.000000
2.000000,0.369238,207.745572,0.964181,0.000000,0.000000,0.000000,0.000000
1.000000,0.398436,201.335820,1.120646,0.000000,0.000000,0.000000,0.000000
1.000000,0.350066,206.701582,1.073708,0.000000,0.000000,0.000000,0.000000
1.000000,0.389476,205.990201,0.994199,0.000000,0.000000,0.000000,0.000000
1.000000,0.401679,204.583658,0.348395,0.000000,0.000000,0.000000,0.000000
1.000000,0.437284,208.963553,0.994011,0.000000,0.000000,0.000000,0.000000
1.000000,0.551807,203.120512,0.995047,0.000000,0.000000,0.000000,0.000000
1.000000,0.434938,207.325540,0.385093,0.000000,0.000000,0.000000,0.000000
1.000000,0.432351,206.825423,1.104233,0.000000,0.000000,0.000000,0.000000
1.000000,0.425483,211.252077,1.031382,0.000000,0.000000,0.000000,0.000000
1.000000,0.420856,206.110163,0.973100,0.000000,0.000000,0.000000,0.000000
1.000000,0.418747,212.657506,0.806542,0.000000,0.000000,0.000000,0.000000
