DNS lookup Time,Period1, Period2,Period3, SSL Handshake Start,Send Client Hello,Receive Certificate,SSL Handshake Finish
90.000000,0.331483,106.168933,0.326972,0.000000,0.000000,0.000000,0.000000
90.000000,0.482014,112.709305,0.776539,0.000000,0.000000,0.000000,0.000000
90.000000,0.758585,125.494488,0.769818,0.000000,0.000000,0.000000,0.000000
90.000000,0.458381,106.139601,0.294371,0.000000,0.000000,0.000000,0.000000
91.000000,0.441783,110.826178,0.860613,0.000000,0.000000,0.000000,0.000000
90.000000,0.209737,105.099425,0.926718,0.000000,0.000000,0.000000,0.000000
89.000000,0.485023,113.537956,0.305116,0.000000,0.000000,0.000000,0.000000
90.000000,0.454005,107.068594,0.851109,0.000000,0.000000,0.000000,0.000000
90.000000,0.471876,113.023741,0.862408,0.000000,0.000000,0.000000,0.000000
90.000000,0.488491,106.672718,0.595907,0.000000,0.000000,0.000000,0.000000
90.000000,0.658444,124.278098,0.282997,0.000000,0.000000,0.000000,0.000000
90.000000,0.629892,118.138448,0.874086,0.000000,0.000000,0.000000,0.000000
90.000000,0.415780,110.034294,0.330373,0.000000,0.000000,0.000000,0.000000
91.000000,0.531284,109.709738,0.834199,0.000000,0.000000,0.000000,0.000000
90.000000,0.525153,105.462449,0.756830,0.000000,0.000000,0.000000,0.000000
89.000000,0.203446,105.333317,0.872060,0.000000,0.000000,0.000000,0.000000
90.000000,0.571178,115.235661,0.950668,0.000000,0.000000,0.000000,0.000000
90.000000,0.507434,108.023939,0.985185,0.000000,0.000000,0.000000,0.000000
