DNS lookup Time,Period1, Period2,Period3, SSL Handshake Start,Send Client Hello,Receive Certificate,SSL Handshake Finish
3.000000,0.449579,43.617130,0.850480,0.000000,0.000000,0.000000,0.000000
2.000000,0.291897,36.779845,0.891857,0.000000,0.000000,0.000000,0.000000
3.000000,0.291485,37.387320,0.885432,0.000000,0.000000,0.000000,0.000000
3.000000,0.513765,36.642982,1.019241,0.000000,0.000000,0.000000,0.000000
3044.000000,0.324648,36.117667,0.339682,0.000000,0.000000,0.000000,0.000000
4.000000,0.327492,37.755314,0.921724,0.000000,0.000000,0.000000,0.000000
3.000000,0.313572,38.523575,0.826769,0.000000,0.000000,0.000000,0.000000
4.000000,0.523253,37.301284,0.778619,0.000000,0.000000,0.000000,0.000000
3.000000,0.320463,37.042698,0.876590,0.000000,0.000000,0.000000,0.000000
3.000000,0.362818,83.257194,0.792203,0.000000,0.000000,0.000000,0.000000
3.000000,0.496850,38.231789,0.864999,0.000000,0.000000,0.000000,0.000000
3070.000000,0.303894,38.857251,0.947696,0.000000,0.000000,0.000000,0.000000
3.000000,0.345181,38.161446,0.781374,0.000000,0.000000,0.000000,0.000000
3.000000,0.326500,37.312865,0.963692,0.000000,0.000000,0.000000,0.000000
3008.000000,0.492868,37.990685,0.836727,0.000000,0.000000,0.000000,0.000000
3.000000,0.303899,314.850401,0.925029,0.000000,0.000000,0.000000,0.000000
3.000000,0.316453,36.770720,0.977748,0.000000,0.000000,0.000000,0.000000
3.000000,0.340306,36.065376,0.915926,0.000000,0.000000,0.000000,0.000000
3.000000,0.328378,82.498907,0.910674,0.000000,0.000000,0.000000,0.000000
3.000000,0.324119,38.015409,0.976951,0.000000,0.000000,0.000000,0.000000
3.000000,0.286908,38.652828,1.007862,0.000000,0.000000,0.000000,0.000000
3.000000,0.506724,37.585635,0.961053,0.000000,0.000000,0.000000,0.000000
3.000000,0.291866,36.238497,0.297400,0.000000,0.000000,0.000000,0.000000
3.000000,0.318681,36.776411,0.960039,0.000000,0.000000,0.000000,0.000000
