DNS lookup Time,Period1, Period2,Period3, SSL Handshake Start,Send Client Hello,Receive Certificate,SSL Handshake Finish
1.000000,0.292560,287.053305,0.981074,0.000000,0.000000,0.000000,0.000000
1.000000,0.299432,524.226156,0.994814,0.000000,0.000000,0.000000,0.000000
1.000000,0.343829,289.030861,1.056886,0.000000,0.000000,0.000000,0.000000
1.000000,0.311650,274.013349,1.024573,0.000000,0.000000,0.000000,0.000000
1.000000,0.321590,274.156396,0.292097,0.000000,0.000000,0.000000,0.000000
1.000000,0.334644,568.477646,1.035605,0.000000,0.000000,0.000000,0.000000
1.000000,0.307141,318.167561,0.972720,0.000000,0.000000,0.000000,0.000000
1.000000,0.360616,279.508441,0.878995,0.000000,0.000000,0.000000,0.000000
1.000000,0.355466,300.657631,1.006931,0.000000,0.000000,0.000000,0.000000
1.000000,0.348041,514.706453,1.056152,0.000000,0.000000,0.000000,0.000000
1.000000,0.344108,517.799733,0.970827,0.000000,0.000000,0.000000,0.000000
1.000000,0.516903,522.209639,0.694628,0.000000,0.000000,0.000000,0.000000
1.000000,0.472408,290.542303,0.773570,0.000000,0.000000,0.000000,0.000000
1.000000,0.331652,335.332579,0.892366,0.000000,0.000000,0.000000,0.000000
1.000000,0.320099,525.956577,0.989749,0.000000,0.000000,0.000000,0.000000
1.000000,0.287944,288.877378,0.892212,0.000000,0.000000,0.000000,0.000000
1.000000,0.296756,277.562644,1.077556,0.000000,0.000000,0.000000,0.000000
1.000000,0.418099,284.935857,1.075347,0.000000,0.000000,0.000000,0.000000
1.000000,0.342859,519.108542,0.982602,0.000000,0.000000,0.000000,0.000000
1.000000,0.312771,543.178751,0.966333,0.000000,0.000000,0.000000,0.000000
1.000000,0.319340,299.559405,0.911703,0.000000,0.000000,0.000000,0.000000
1.000000,0.299738,319.675967,0.875102,0.000000,0.000000,0.000000,0.000000
1.000000,0.463963,286.931809,0.602660,0.000000,0.000000,0.000000,0.000000
1.000000,0.340684,278.792815,0.845086,0.000000,0.000000,0.000000,0.000000
1.000000,0.301161,515.161409,0.895609,0.000000,0.000000,0.000000,0.000000
1.000000,0.314240,385.450574,1.020158,0.000000,0.000000,0.000000,0.000000
1.000000,0.303468,288.148005,0.838728,0.000000,0.000000,0.000000,0.000000
1.000000,0.312617,524.596046,1.064198,0.000000,0.000000,0.000000,0.000000
1.000000,0.283595,525.867591,1.105911,0.000000,0.000000,0.000000,0.000000
1.000000,0.301818,284.826051,1.180706,0.000000,0.000000,0.000000,0.000000
1.000000,0.320824,562.994992,0.793639,0.000000,0.000000,0.000000,0.000000
1.000000,0.375084,278.088732,0.993441,0.000000,0.000000,0.000000,0.000000
0.000000,0.490162,288.792669,0.320389,0.000000,0.000000,0.000000,0.000000
0.000000,0.353652,280.940973,1.187472,0.000000,0.000000,0.000000,0.000000
3.000000,0.299095,298.815168,1.054611,0.000000,0.000000,0.000000,0.000000
1.000000,0.345018,274.487474,0.948269,0.000000,0.000000,0.000000,0.000000
1.000000,0.341694,560.932379,0.984429,0.000000,0.000000,0.000000,0.000000
1.000000,0.341724,287.402439,1.057569,0.000000,0.000000,0.000000,0.000000
1.000000,0.329940,289.041768,1.236347,0.000000,0.000000,0.000000,0.000000
1.000000,0.577634,514.674392,1.114232,0.000000,0.000000,0.000000,0.000000
1.000000,0.413135,286.685289,1.156579,0.000000,0.000000,0.000000,0.000000
1.000000,0.311426,761.546472,1.084850,0.000000,0.000000,0.000000,0.000000
1.000000,0.376457,284.997500,1.012673,0.000000,0.000000,0.000000,0.000000
1.000000,0.329483,510.989659,0.941087,0.000000,0.000000,0.000000,0.000000
1.000000,0.301574,515.696906,1.146181,0.000000,0.000000,0.000000,0.000000
1.000000,0.321748,317.997815,1.033815,0.000000,0.000000,0.000000,0.000000
1.000000,0.296228,541.687066,1.083249,0.000000,0.000000,0.000000,0.000000
1.000000,0.328685,322.436308,1.020596,0.000000,0.000000,0.000000,0.000000
1.000000,0.316890,514.646550,1.060638,0.000000,0.000000,0.000000,0.000000
1.000000,0.397668,277.385372,1.264769,0.000000,0.000000,0.000000,0.000000
1.000000,0.323309,275.355701,0.940997,0.000000,0.000000,0.000000,0.000000
1.000000,0.316543,281.862185,1.040344,0.000000,0.000000,0.000000,0.000000
1.000000,0.410201,567.674863,1.101643,0.000000,0.000000,0.000000,0.000000
1.000000,0.365018,525.638472,1.209819,0.000000,0.000000,0.000000,0.000000
1.000000,0.297867,285.741461,0.879319,0.000000,0.000000,0.000000,0.000000
1.000000,0.332160,290.473445,0.305615,0.000000,0.000000,0.000000,0.000000
2.000000,0.550323,287.779941,0.838522,0.000000,0.000000,0.000000,0.000000
1.000000,0.326624,539.058657,0.939872,0.000000,0.000000,0.000000,0.000000
1.000000,0.296986,279.347531,1.098462,0.000000,0.000000,0.000000,0.000000
1.000000,0.321920,277.032844,0.999692,0.000000,0.000000,0.000000,0.000000
1.000000,0.307610,279.575498,0.852267,0.000000,0.000000,0.000000,0.000000
1.000000,0.303928,812.873682,0.970851,0.000000,0.000000,0.000000,0.000000
1.000000,0.331557,510.527309,0.964424,0.000000,0.000000,0.000000,0.000000
1.000000,0.331419,285.342028,1.015408,0.000000,0.000000,0.000000,0.000000
1.000000,0.291125,278.925512,1.001664,0.000000,0.000000,0.000000,0.000000
1.000000,0.342642,289.864377,1.086743,0.000000,0.000000,0.000000,0.000000
0.000000,0.337301,573.518481,0.969942,0.000000,0.000000,0.000000,0.000000
1.000000,0.296112,337.400201,1.179553,0.000000,0.000000,0.000000,0.000000
1.000000,0.331517,279.457895,0.745212,0.000000,0.000000,0.000000,0.000000
1.000000,0.341651,547.711462,0.325414,0.000000,0.000000,0.000000,0.000000
1.000000,0.482718,274.955095,1.075909,0.000000,0.000000,0.000000,0.000000
1.000000,0.425539,279.788103,0.983178,0.000000,0.000000,0.000000,0.000000
1.000000,0.313799,279.272905,1.099954,0.000000,0.000000,0.000000,0.000000
1.000000,0.309649,288.016713,1.106766,0.000000,0.000000,0.000000,0.000000
1.000000,0.310154,287.981880,1.052037,0.000000,0.000000,0.000000,0.000000
